path,kind,size_bytes,sha256
tables/confusion_always_abstain_row_normalized.csv,table,120,ad727c24111b76905383e56af066f500022fff84321bff142c146a8cec72091f
tables/confusion_always_accept_counts.csv,table,101,fd907fcbf33a72464d8640c017c93aba6953196733a4b8ffc1d58359f509e76b
tables/confusion_always_accept_row_normalized.csv,table,180,c6ef13344a1a3306d782ea5b48cafbd9649f7177ab9b0bf21a2cd97273357c80
tables/confusion_corpus_search_counts.csv,table,100,b54e865348a59110fd962480a0da3c96f2cc8c247004f92063f5d2bf9712710c
tables/confusion_corpus_search_row_normalized.csv,table,120,5952050289c31dd8a5de38a918a0cdab4b1c71560fe4a71c9c8b17faaefb705c
tables/confusion_heuristic_counts.csv,table,102,fc154f832072faf92f5dcea626ebf62ab6c2b2d8710f836b72022bf5623cc506
tables/confusion_heuristic_row_normalized.csv,table,168,2a3bb386e7ca7ad32aaa516f94d9e4c758fb3614c95b8c766a618e32b1867873
tables/confusion_local_mutation_counts.csv,table,100,b151343e1be2e1ae72f52341f8f8c4c821284232b481dbb981f0f3e500561a78
tables/confusion_local_mutation_row_normalized.csv,table,150,4da279d5cdd37331b101b22b9cff5fc11cb9c37a640c274ccfc37514e152c765
tables/confusion_verifier_guided_greedy_counts.csv,table,102,cb515ecbda97a6dc1b021cc18da5ffa36efd30c38319c97626ff00a77b2e7c1d
tables/confusion_verifier_guided_greedy_row_normalized.csv,table,182,3bfeb293f3d22ecfbc809167ab995c58cd83b1f27a81ccd5b8d5265184bc8d86
tables/confusion_verify_first_counts.csv,table,100,b151343e1be2e1ae72f52341f8f8c4c821284232b481dbb981f0f3e500561a78
tables/confusion_verify_first_row_normalized.csv,table,150,4da279d5cdd37331b101b22b9cff5fc11cb9c37a640c274ccfc37514e152c765
tables/confusion_well_engineered_wrapper_counts.csv,table,100,e999bbcb48c63eb55cee1450279a181c7cba3573fd02be0355c79dd565c6466c
tables/confusion_well_engineered_wrapper_row_normalized.csv,table,120,2005632b2119b447ffd881b1b02283ac4fa6e3dcf63be446f0955ac1e1fbf798
tables/external_diagnostic_snapshot.csv,table,521,b38211d2d0da99f877964244b67ea37a76cf2f15422fd0991eaeeb6e855f1eec
tables/external_diagnostic_snapshot.md,table,803,8fa61c65a826ca60e4501c2da653d8c2081a48f3a53c4693d3e02afdd2d96a81
tables/full_offline_baseline_matrix_all_splits.csv,table,4398,4f0c7fd9bd1fd10dcf70ebddb16092d6506597b7d2b42d22f4aec325b23bf165
tables/full_offline_baseline_matrix_test.csv,table,4398,4f0c7fd9bd1fd10dcf70ebddb16092d6506597b7d2b42d22f4aec325b23bf165
tables/full_offline_baseline_matrix_test.md,table,3769,77b0581b1b8dd53ecf10c0baab22046d91af2688f57cac738250027bdc075d6c
tables/main_table_representative_baselines.csv,table,953,064cd2b4ad9448b18cd9c9922bc4744a438711c1263a28a9e9e63036c670582e
tables/main_table_representative_baselines.md,table,964,5c10bcfedaad1751ccd3528f10e6976e3384b537d9ec9b57add4c9861506cd31
tables/main_table_representative_baselines_with_ci.md,table,1357,c74e28509af0cec336ccc822a108369dea19c54413cd1b1a391415b43c3000ed
tables/metric_ranking_sensitivity.csv,table,11841,ba437dd6f6ae0496c343d1fa7726859733ce1ef0b8fc7005fe0ae66bf94964c6
tables/metric_ranking_sensitivity.md,table,12364,c1f023989d4e6c976b2b4391549d2758aec0ae330822511eabdbc47e69fdb40c
tables/metric_winners_by_objective.csv,table,2627,489defa3ba23ceb2dfebecf1853a791a209766950b52bc5d1af2df8f67139e8f
tables/metric_winners_by_objective.md,table,2795,a208b1dcb5dc293d36c65f203d87c16a54e6ce081c48910a13aff0ea08ddb196
tables/per_family_action_accuracy_test.md,table,1100,d7fc91b68f8f7beddb2a84248223e428955f86c0cea7ba87c81d8f590f7d6d5d
tables/per_family_metrics_test.csv,table,8174,0b5d0d5505fab42574dfe764debf60e5b88da63915b5721e84e2b2f12bf552c9
tables/protocol_ladder_test.csv,table,3093,43d3a2aa82fafa8792155d3425873f0f5791f11861ba92e7c26ff9eec52df049
tables/protocol_ladder_test.md,table,2781,9849aa7301d7c83e35bde788f974da994b086f7b9bddd1db41a9e36ed5595937
tables/wrapper_ablation_test.csv,table,2779,6979510dc05c81a12e71528f3df8a07501f487905529141ff84c5d3c466b4981
tables/wrapper_ablation_test.md,table,3202,6a8108b44d8bbbd8df58a3c6adca148b3b74dc6b1faba7c540d4ded76432dc2e
validation/make_paper_v2_tables_and_figures.log,validation,1938,e1e18b9112f7bc68f09eee13bc4449a7fbba7a76506037f3d501b1ea9d3ffbf7
validation/model_prompt_leakage_audit.log,validation,173,f7bb847609eacc7e86338aa482103d54ac6c9f430711df5bc184a538c1743977
validation/neurips_ed_preflight.log,validation,249,572995d8a36eb0ea8b3a8ec0fb65f6b1b010b5c16f11418d62e5a394c5aedf8f
validation/oracle_scrambling_audit.log,validation,189,6b7a5e6e01b9ea26842da5939a4281b1eaccd81cd573c8e04a3bad2a71ce627e
validation/paper_v2_consistency_check.log,validation,116,be362d047b79332492b2ef58e837af47623fcb8c36b2f752b9e332d2351e1eba
validation/pip_show_specguard_chem.log,validation,1816,e35bfcaa206d7f8bf78656f4ce33feeda8a9bbc6db4288cf3e0b31c1e826114c
validation/run_benchmark_full_offline_dev.log,validation,2325,0771ba851c8294f9499879829f8d5da9ee6cac16a46ac00f6c61978aa28c0e10
validation/run_benchmark_full_offline_test.log,validation,2326,7fdba1d7ffb4e21f39cea209b8fc08a88f60a633fe5d2abaa4f7f08ce3ca2ac9
validation/run_benchmark_full_offline_train.log,validation,2327,7758dd29f68901ee2a8b78d03dc4b196d2520526ffd551da2d68bb9f2d9b3755
validation/run_benchmark_protocol_ladder_test.log,validation,2845,2b5d1ee666d286b9ef8c894ccb2c509ac9bb1b969c924e610ae09064f410b111
validation/run_benchmark_wrapper_ablation_test.log,validation,2022,4a5cf4e993ee017dd1e79603faaa78f7ac274569756a22b904c07ca7663d19e9
validation/specguard_chem_help.log,validation,2692,b595aa1a6f4aad8f0b64974ceafdecc586175bd51071118feddb425dd25b7a75
validation/task_inventory_audit.log,validation,1257,7251c9f19725e77f89399c51bebbd97c98701aef22e4025616405e172f5757cf
validation/validate_croissant.log,validation,55,59c842d87ba3ebad515d0667b3366c051cd7159a1fb3e6df5963160768fef27f
validation/validate_dataset_strict.log,validation,3936,cd13157d9eb99f09b1b7c75b389ec4445fad8f6dad3669fcd8c752e74281eb76
